,distance,drainage_delta
45882,1157317.471,1151
45883,1367258.65,544
45884,1290591.705,725.2000008
45885,476439.6261,25651
45886,936213.2686,375
45887,1499661.216,736
45888,1891576.498,729.3999996
45889,150040.2479,289
45890,1251351.425,911
45891,1271338.825,748.66
45892,1930437.621,
45893,103030.2409,4671
45894,1410849.821,708.5999985
45895,1241440.074,13251
45896,1070967.253,382
45897,1512333.47,4801
45898,170797.8276,560
45899,1902766.457,10351
45900,727315.2233,190
45901,289178.2706,3141
45902,2318675.346,
45903,613910.6521,14773
45904,1205311.04,
45905,2688402.969,15251
45906,2991423.167,671.8000031
45907,2261929.921,746.9100001
45908,1414382.561,234
45909,1680964.267,745.8299999
45910,1743394.473,430
45911,477248.3836,581
45912,1627143.444,570
45913,1512069.926,
45914,1820282.708,1031
45915,1545735.782,482
45916,1695640.022,454
45917,1924424.549,
45918,300483.8372,159
45919,455393.2022,741.75
45920,1212840.572,737.1000004
45921,580392.193,2741
45922,1454124.331,734.8000002
45923,404051.9612,362
45924,1497535.27,658.3000031
45925,1847100.281,544
45926,817443.8437,527
45927,1737000.752,621
45928,2374369.483,
45929,2487466.704,1161
45930,2150126.235,612
45931,1220447.81,
45932,3056681.116,
45933,2974847.945,
45934,1716870.792,3811
45935,696745.8897,
45936,1681584.496,421
45937,2031848.311,616
45938,1651748.007,18851
45939,1401242.799,
45940,276108.1681,3761
45941,1197262.656,731.6000004
45942,1520829.887,712.5999985
45943,2974280.148,125
45944,711408.2028,577
45945,2433263.794,390
45946,475318.2605,3481
45947,2383218.778,951
45948,2497678.677,1401
45949,1052246.008,264
45950,1729654.336,4331
45951,2064820.35,
45952,2473858.224,331
45953,1578383.178,366
45954,1344346.775,716.4000015
45955,1718568.306,
45956,848635.3237,3641
45957,1002747.868,748.48
45958,2019776.662,340
45959,390811.1979,177
45960,1994051.489,5061
45961,1725190.9,704.7999992
45962,1447915.762,
45963,2230441.799,4271
45964,1650011.745,746.1500001
45965,2865854.02,751
45966,1286550.559,477
45967,1852262.604,301
45968,1493887.342,705
45969,334589.3144,3031
45970,1720634.565,4451
45971,1727878.172,25
45972,1693275.128,3601
45973,230594.9562,1561
45974,2787091.816,672.9000015
45975,2059625.852,
45976,1642047.172,685.2999992
45977,1656736.006,679.0999985
45978,2488968.064,
45979,2119042.152,676.6999969
45980,1002932.332,743.04
45981,1966171.395,396
45982,1684956.272,736.5
45983,1484001.884,684.1999969
45984,2684172.769,2891
45985,1252403.024,669.6999969
45986,1421391.157,
45987,1985372.728,1321
45988,880216.7063,348
45989,457604.0827,
45990,1410563.486,6141
45991,1270074.448,831
45992,1479905.97,564
45993,1560084.778,711.7000008
45994,2720801.495,801
45995,1000962.186,
45996,1820616.336,695.5999985
45997,2768492.95,602
45998,2776938.727,707.9000015
45999,1258373.411,511
46000,158982.2305,3731
46001,951326.9686,47351
46002,834832.6315,
46003,2035182.275,24851
46004,1681612.263,573
46005,1720415.447,728.2000008
46006,1402300.23,12551
46007,1365893.335,746.9100001
46008,1388960.392,519
46009,105656.5617,47
46010,751544.9392,46
46011,1261453.631,704.7000008
46012,1598389.003,591840
46013,1528624.202,
46014,2437581.463,458
46015,952090.512,510
46016,1551051.122,741.1999998
46017,623785.8892,651
46018,1785572.737,
46019,1374777.991,491
46020,2018878.985,696.2000008
46021,1143078.631,
46022,1969947.816,6941
46023,1451251.283,443
46024,1681484.148,
46025,745357.3035,720
46026,1695816.91,249
46027,1127820.103,112
46028,0,0
46029,985477.647,574
46030,1012692.72,1081
46031,493035.6758,687.5999985
46032,1672906.629,981
46033,1501448.792,720
46034,3160308.586,371
46035,2070295.893,433
46036,2649588.011,598
46037,1018721.792,695.0999985
46038,863696.4335,393
46039,1243318.727,741.5100002
46040,2244381.751,690.4000015
46041,701192.7202,38
46042,1971198.446,2671
46043,1007230.146,510
46044,1755521.505,36251
46045,1429226.995,519
46046,2410539.681,741.23
46047,194044.2233,961
46048,991464.078,19951
46049,1150506.755,524
46050,2169300.333,687.0999985
46051,1381978.891,658.3000031
46052,647456.3492,709.0999985
46053,444415.5329,
46054,1371518.029,733.1999998
46055,1717100.521,52
46056,1986630.703,608
46057,2264037.079,
46058,379911.0274,161
46059,48000.12124,84
46060,977054.8768,630
46061,2155474.099,666.0999985
46062,2008204.228,1291
46063,1327261.071,8291
46064,2296651.605,14751
46065,1413380.971,567
46066,1483505.377,481
46067,1258268.553,721.7999992
46068,1073724.602,566
46069,1415631.642,606
46070,1567561.035,585
46071,1046954.844,3411
46072,887607.2842,64.20001221
46073,1148035.461,
46074,470646.6323,5741
46075,1589303.592,1101
46076,1989339.579,24951
46077,1000967.799,441
46078,1475246.467,646
46079,884454.3505,468
46080,210503.0345,43351
46081,705174.3137,
46082,2186837.716,726.1000004
46083,1848740.604,183
46084,1641690.501,
46085,1107938.369,19251
46086,1240002.787,748.46
46087,267109.8982,461
46088,1656295.153,1261
46089,1733369.023,10551
46090,1943236.519,438
46091,1599200.51,891
46092,1530288.895,
46093,1289997.702,207
46094,1243799.866,
46095,1233575.281,961
46096,1426677.349,511
46097,453430.7608,748.03
46098,2153752.154,687.5999985
46099,1415904.529,3961
46100,1109489.644,503
46101,561036.7301,137
46102,2253211.31,18151
46103,2700916.714,650.5999985
46104,325194.3584,17651
46105,1795182.929,
46106,1515708.806,451
46107,1362921.617,724.2999992
46108,1358074.964,1691
46109,1700307.033,19551
46110,1445060.539,361
46111,1534522.895,1241
46112,1411126.27,454
46113,2096684.563,364
46114,1463467.927,114
46115,976928.8704,881
46116,2076403.034,1401
46117,1583295.848,694.5999985
46118,2655392.688,601
46119,1331457.685,56
46120,1914762.102,1491
46121,1243973.16,669
46122,1661920.871,581
46123,1450303.599,2671
46124,1754909.321,492
46125,1541582.973,726.1000004
46126,812121.8657,13751
46127,1238087.758,581
46128,2390089.295,25
46129,455325.3505,748.88
46130,1652280.912,570
46131,563005.422,633
46132,2592725.03,461
46133,1218908.201,5251
46134,1542799.753,
46135,1376800.35,733.6999998
46136,1507558.483,
46137,1583364.79,
46138,1730886.98,
46139,967381.1716,
46140,1951903.977,3731
46141,1409280.044,
46142,1014999.442,669.1999969
46143,453808.5054,748.46
46144,765173.9376,434
46145,996428.8368,581
46146,1889850.455,6141
46147,1396738.325,717.8999996
46148,1463697.735,2
46149,1596780.278,38
46150,1994030.503,538
46151,2312279.437,13951
46152,1399652.025,164
46153,1668546.075,624
46154,897747.162,
46155,1524364.835,13151
46156,1547991.811,2881
46157,1597293.193,595
46158,284243.1291,654.5999985
46159,2894061.243,712
46160,668895.1152,
46161,1667181.668,518
46162,1913906.519,11651
46163,108814.4977,8311
46164,831771.4586,1711
46165,1662206.421,2331
46166,1813622.134,14851
46167,1588675.887,2931
46168,148951.9294,314
46169,1531405.015,
46170,1420514.74,614
46171,2754388.547,725
46172,590142.2306,208968.5
46173,1276316.666,
46174,1814826.128,741.75
46175,1275877.068,747.63
46176,1622533.762,635
46177,795631.1886,185
46178,2014679.577,715.0999985
46179,584825.4035,211251
46180,1091109.594,
46181,1079607.837,3651
46182,729118.8711,
46183,533884.462,1801
46184,1101530.492,1431
46185,918910.0842,1361
46186,254272.696,743.5999999
46187,1293398.716,747.73
46188,130741.1173,571
46189,1772367.096,734.3000002
46190,490998.0117,45
46191,446606.198,154.5
46192,699002.6287,1725
46193,434573.3744,30
46194,341735.4911,151.2000008
46195,1461849.715,26225
46196,52410.85533,199
46197,584817.2414,162
46198,956748.6768,155.3999996
46199,902782.3906,285
46200,298852.7261,1485
46201,301301.1056,174.66
46202,1065232.567,
46203,959097.8218,5245
46204,461417.6422,134.5999985
46205,419648.5462,13825
46206,212714.9161,192
46207,882998.1362,5375
46208,1140592.556,14
46209,2886455.691,10925
46210,319040.1845,764
46211,715141.5923,3715
46212,3082859.585,
46213,920141.7573,15347
46214,249818.9339,
46215,3656146.198,15825
46216,3960857.913,97.80000305
46217,3214159.354,172.9100001
46218,524927.4314,340
46219,2605618.04,171.8299999
46220,788252.8566,144
46221,1429905.492,7
46222,2575829.455,4
46223,660800.7183,
46224,2801030.39,1605
46225,663399.7415,92
46226,2618747.564,120
46227,1115282.067,
46228,687880.2169,415
46229,1433050.387,167.75
46230,267669.1675,163.1000004
46231,415095.9649,3315
46232,531637.1517,160.8000002
46233,618903.7783,212
46234,589074.1727,84.30000305
46235,2809750.859,30
46236,347961.5302,47
46237,794038.3194,47
46238,3113187.786,
46239,3469154.469,1735
46240,3134995.804,38
46241,260554.3727,
46242,4021936.448,
46243,3914629.741,
46244,2626009.431,4385
46245,292251.1395,
46246,2631156.363,153
46247,3009025.046,42
46248,1822486.284,19425
46249,482101.9285,
46250,1219869.987,4335
46251,217740.2596,157.6000004
46252,631436.0184,138.5999985
46253,3932486.434,449
46254,290079.5048,3
46255,3415644.1,964
46256,510641.9255,4055
46257,1824921.107,1525
46258,3479547.92,1975
46259,261011.1107,310
46260,1055003.306,4905
46261,1359854.331,
46262,3459054.202,905
46263,617429.7194,208
46264,408872.7761,142.4000015
46265,745409.4835,
46266,142693.7533,4215
46267,118234.8313,174.48
46268,2996442.767,234
46269,626668.5484,397
46270,2043156.203,5635
46271,2651282.85,130.7999992
46272,516504.4037,
46273,1768437.002,4845
46274,703661.5241,172.1500001
46275,2563478.16,1325
46276,404171.5203,97
46277,2836306.469,875
46278,551997.9735,131
46279,652052.3398,3605
46280,2655104.823,5025
46281,2671807.82,599
46282,992720.4334,4175
46283,763403.3796,2135
46284,3772564.147,98.90000153
46285,1334423.31,
46286,676590.5792,111.2999992
46287,702206.3204,105.0999985
46288,3473144.722,
46289,3104001.055,102.6999969
46290,119921.329,169.04
46291,1175420.256,178
46292,2629094.961,162.5
46293,2455553.542,110.1999969
46294,2631072.019,3465
46295,299228.7408,95.69999695
46296,2387655.298,
46297,2964457.518,1895
46298,461518.1157,226
46299,528003.641,
46300,655957.8827,6715
46301,549451.1154,1405
46302,517705.2665,10
46303,737780.0166,137.7000008
46304,3705489.958,1375
46305,15489.44037,
46306,1029608.663,121.5999985
46307,3752451.682,28
46308,3762261.232,133.9000015
46309,546740.9218,63
46310,1054235.074,4305
46311,1545648.179,47925
46312,173948.8777,
46313,3019255.172,25425
46314,2629703.763,1
46315,752295.9042,154.2000008
46316,2387094.173,13125
46317,2331090.06,172.9100001
46318,876683.3018,55
46319,923817.8374,621
46320,238962.3787,620
46321,296131.271,130.7000008
46322,2495565.698,592414
46323,583012.7376,
46324,3415629.856,116
46325,38737.97258,64
46326,726776.1878,167.1999998
46327,1093945.298,1225
46328,832028.0364,
46329,844111.658,1065
46330,3002624.542,122.2000008
46331,190806.8829,
46332,1350025.419,7515
46333,518789.3803,131
46334,2641062.08,
46335,240241.8621,146
46336,2636014.372,325
46337,188036.9987,462
46338,985477.647,574
46339,0,0
46340,81354.90159,1655
46341,543293.6848,113.5999985
46342,2635129.955,1555
46343,586059.1488,146
46344,4125231.848,203
46345,3052791.852,141
46346,3617753.374,24
46347,33511.38804,121.0999985
46348,126278.5848,181
46349,396584.5485,167.5100002
46350,3229284.85,116.4000015
46351,286606.9152,612
46352,2955158.455,3245
46353,405306.4076,64
46354,2706702.48,36825
46355,526056.308,55
46356,3395960.963,167.23
46357,1162656.033,1535
46358,1183861.276,20525
46359,266146.4312,50
46360,3154493.578,113.0999985
46361,440211.8353,84.30000305
46362,338325.9348,135.0999985
46363,1202351.443,
46364,452864.4192,159.1999998
46365,2641276.504,522
46366,2965721.087,34
46367,3196322.192,
46368,673895.8062,413
46369,1019137.279,658
46370,15494.46103,56
46371,3140879.434,92.09999847
46372,1930204.59,1865
46373,2288737.785,8865
46374,1666717.304,15325
46375,464268.1449,7
46376,547033.0817,1055
46377,300078.1206,147.7999992
46378,923753.9277,8
46379,485089.9973,32
46380,2541566.901,11
46381,2026930.168,3985
46382,112112.2372,638.2000122
46383,191908.1419,
46384,1452988.584,6315
46385,2556480.774,1675
46386,2974813.853,25525
46387,214896.5608,1015
46388,771154.1759,72
46389,386190.4029,106
46390,777633.7755,43925
46391,287231.0804,
46392,3168936.128,152.1000004
46393,2832840.574,757
46394,689342.5227,
46395,124384.1739,19825
46396,278780.5298,174.46
46397,778299.6047,1035
46398,2641522.519,1835
46399,2558915.31,11125
46400,2917198.113,136
46401,2537533.046,1465
46402,683207.5713,
46403,484323.0824,781
46404,280449.54,
46405,767375.4117,1535
46406,2410192.739,63
46407,1431741.951,174.03
46408,3139136.36,113.5999985
46409,571566.3129,4535
46410,188209.9775,71
46411,1250031.113,711
46412,3233945.833,18725
46413,3686288.215,76.59999847
46414,1269754.986,18225
46415,1005156.858,
46416,936236.8974,123
46417,466821.4201,150.2999992
46418,1048127.494,2265
46419,1221301.026,20125
46420,481527.7933,213
46421,685047.5957,1815
46422,546426.3241,120
46423,3081196.842,210
46424,2436740.104,460
46425,35760.71859,1455
46426,3060490.584,1975
46427,617178.2035,120.5999985
46428,3640474.646,27
46429,457177.2796,630
46430,2900037.638,2065
46431,272647.6642,95
46432,2619631.248,7
46433,2432004.434,3245
46434,2705574.59,82
46435,912178.8613,152.1000004
46436,622593.8553,14325
46437,296813.2872,7
46438,3369503.407,599
46439,1433329.04,174.88
46440,694765.729,4
46441,732698.6469,59
46442,3578202.021,1035
46443,740454.2665,5825
46444,691604.5907,
46445,436239.3846,159.6999998
46446,583173.1551,
46447,618947.3962,
46448,757688.8515,
46449,20302.55808,
46450,2935074.405,4305
46451,441777.5429,
46452,41114.02154,95.19999695
46453,1431629.208,174.46
46454,223514.0185,140
46455,31574.36359,7
46456,2831874.537,6715
46457,489256.8378,143.8999996
46458,503913.4437,576
46459,2568585.868,612
46460,2979302.898,36
46461,3297483.132,14525
46462,519304.9021,410
46463,907173.4334,50
46464,97319.91299,
46465,2492354.837,13725
46466,1474435.134,3455
46467,2547783.955,21
46468,744057.0682,80.59999847
46469,3876081.583,138
46470,316965.6055,
46471,2621180.631,56
46472,1203078.564,12225
46473,994135.57,8885
46474,240697.7398,2285
46475,2586556.434,2905
46476,2795432.947,15425
46477,2573982.474,3505
46478,984192.5056,260
46479,687383.3815,
46480,529950.6547,40
46481,3738607.772,151
46482,1013986.855,209542.5
46483,306677.3195,
46484,1043583.679,167.75
46485,308419.1718,173.63
46486,2551759.265,61
46487,267615.7047,389
46488,2993385.34,141.0999985
46489,1047879.149,211825
46490,277218.4736,
46491,509064.8803,4225
46492,266777.5316,
46493,508576.4639,2375
46494,2086953.294,2005
46495,498568.6424,1935
46496,1222462.24,169.5999999
46497,318001.7157,173.73
46498,905418.09,1145
46499,2726315.984,160.3000002
46500,434835.0253,1700
46501,380034.3004,1809.5
46502,624521.3917,70
46503,374433.4178,1625
46504,286186.7133,1806.200001
46505,1487599.823,24570
46506,95148.77854,1456
46507,522097.128,1817
46508,902613.5354,1810.4
46509,939986.1649,1370
46510,244260.1017,170
46511,258818.5818,1829.66
46512,998151.2254,
46513,993965.6447,3590
46514,408121.9987,1789.599998
46515,340179.9576,12170
46516,131373.3251,1463
46517,801648.4602,3720
46518,1172460.488,1641
46519,2907929.362,9270
46520,311322.6759,891
46521,752334.3167,2060
46522,3061959.328,
46523,895504.7921,13692
46524,195870.8012,
46525,3668372.485,14170
46526,3973484.327,1752.800003
46527,3222079.293,1827.91
46528,455831.4369,1315
46529,2651276.939,1826.83
46530,740129.7529,1511
46531,1467058.026,1662
46532,2617123.954,1651
46533,588134.4018,
46534,2832319.572,50
46535,595213.6732,1563
46536,2664672.06,1535
46537,1042302.949,
46538,720058.2703,1240
46539,1464671.261,1822.75
46540,208440.9768,1818.1
46541,457754.6883,1660
46542,470099.4139,1815.8
46543,663129.3067,1443
46544,524917.2143,1739.300003
46545,2847994.339,1625
46546,309264.1257,1608
46547,741418.9777,1702
46548,3089447.753,
46549,3488459.461,80
46550,3162413.05,1693
46551,209748.3403,
46552,4032960.417,
46553,3918501.272,
46554,2626166.266,2730
46555,334629.0842,
46556,2672340.121,1502
46557,3042299.046,1697
46558,1764007.072,17770
46559,418805.2336,
46560,1256368.62,2680
46561,187541.1174,1812.6
46562,564039.92,1793.599998
46563,3941275.772,1206
46564,341747.8517,1658
46565,3435541.131,691
46566,542683.0285,2400
46567,1743916.785,130
46568,3498988.821,320
46569,181352.5163,1345
46570,974626.9517,3250
46571,1281541.86,
46572,3485706.224,750
46573,571005.0187,1447
46574,349185.7351,1797.400002
46575,706772.6508,
46576,198696.9833,2560
46577,42461.71304,1829.48
46578,3029951.334,1421
46579,640330.534,1258
46580,1976407.327,3980
46581,2696791.324,1785.799999
46582,457353.0579,
46583,1687181.575,3190
46584,651580.452,1827.15
46585,2483324.929,330
46586,331148.0447,1558
46587,2864922.64,780
46588,496853.8155,1786
46589,678123.3311,1950
46590,2699216.55,3370
46591,2714194.552,1056
46592,912821.3074,2520
46593,796738.3985,480
46594,3797808.843,1753.900002
46595,1256929.857,
46596,632882.4623,1766.299999
46597,653329.2224,1760.099998
46598,3494862.552,
46599,3131253.35,1757.699997
46600,44071.13965,1824.04
46601,1101258.681,1477
46602,2671381.159,1817.5
46603,2490779.743,1765.199997
46604,2557548.173,1810
46605,245017.4565,1750.699997
46606,2424469.287,
46607,2996751.238,240
46608,407025.3253,1429
46609,556554.7286,
46610,575938.7706,5060
46611,468109.8994,250
46612,471272.1307,1645
46613,662953.2683,1792.700001
46614,3733160.945,280
46615,77762.99908,
46616,954606.8593,1776.599998
46617,3773776.129,1683
46618,3786111.339,1788.900002
46619,465388.6009,1592
46620,1091600.01,2650
46621,1521147.5,46270
46622,178730.424,
46623,3041078.794,23770
46624,2671195.295,1654
46625,710402.7751,1809.200001
46626,2414759.88,11470
46627,2368137.894,1827.91
46628,796984.4787,1600
46629,944330.7055,1034
46630,261735.0402,1035
46631,249743.7055,1785.700001
46632,2544865.997,590759
46633,529590.8484,
46634,3432620.08,1539
46635,112897.8957,1591
46636,652013.1166,1822.2
46637,1072868.587,430
46638,783479.3488,
46639,764179.8814,590
46640,3031565.08,1777.200001
46641,133049.6304,
46642,1269276.035,5860
46643,460004.1763,1524
46644,2679952.598,
46645,273754.8719,1801
46646,2679063.547,1330
46647,122750.0862,1193
46648,1012692.72,1081
