,distance,drainage_delta
44656,2749235.798,
44657,3158087.485,
44658,1513680.389,
44659,683052.878,
44660,2407654.232,
44661,1927690.182,
44662,2155982.303,
44663,2135382.6,
44664,2875417.49,
44665,1472697.071,
44666,1712968.201,
44667,1291809.367,
44668,3095473.577,
44669,259592.6452,
44670,3418340.335,
44671,1213156.716,
44672,109851.9582,
44673,3192934.315,
44674,323745.9688,
44675,3227219.915,
44676,269368.7541,
44677,3595607.766,
44678,1961258.381,
44679,1227400.268,
44680,2885339.603,
44681,2226017.685,
44682,3133177.671,
44683,2022669.195,
44684,3178078.461,
44685,170193.2321,
44686,2498181.625,
44687,3414806.705,
44688,2266007.32,
44689,1134165.281,
44690,662117.019,
44691,2889665.925,
44692,1805930.449,
44693,1913092.469,
44694,1299348.985,
44695,2349256.153,
44696,86453.22689,
44697,425601.7692,
44698,2783239.434,
44699,3080221.192,
44700,1423942.256,
44701,2858216.25,
44702,3202227.993,
44703,1789886.401,
44704,2352582.198,
44705,1076169.956,
44706,2137734.836,
44707,3943806.867,
44708,1138977.92,
44709,2733196.421,
44710,3374883.648,
44711,3704878.619,
44712,953475.9679,
44713,3250615.917,
44714,3020577.904,
44715,3385473.06,
44716,2498895.062,
44717,2675021.781,
44718,410082.947,
44719,2072144.065,
44720,3153062.645,
44721,254242.8341,
44722,3125804.818,
44723,3748710.737,
44724,3326699.039,
44725,4212991.776,
44726,2967160.142,
44727,427083.5665,
44728,3170445.069,
44729,2009262.249,
44730,199877.4871,
44731,136712.2661,
44732,3347032.39,
44733,1884239.288,
44734,1265317.923,
44735,3706385.397,
44736,3312833.985,
44737,3331438.215,
44738,1076471.966,
44739,642325.4657,
44740,2675384.784,
44741,3632857.96,
44742,128305.5402,
44743,227923.2751,
44744,3818608.242,
44745,2923856.122,
44746,264722.6333,
44747,408643.0715,
44748,2550360.293,
44749,2125862.587,
44750,3084754.438,
44751,2945043.666,
44752,3151085.537,
44753,3238550.618,
44754,1160829.757,
44755,2656361.811,
44756,3490292.528,
44757,1325861.673,
44758,1282300.06,
44759,2932840.038,
44760,1588353.944,
44761,1941853.91,
44762,2505925.29,
44763,741423.3814,
44764,98165.65481,
44765,3390251.262,
44766,462162.1368,
44767,317450.2838,
44768,3013039.988,
44769,1768868.934,
44770,2419030.088,
44771,2929568.087,
44772,418924.2323,
44773,3204705.114,
44774,1154872.507,
44775,2604564.728,
44776,3229805.152,
44777,2019062.167,
44778,3461159.164,
44779,3005723.788,
44780,522144.9641,
44781,2812591.272,
44782,3583798.78,
44783,3129018.105,
44784,0,
44785,2406627.11,
44786,157375.3196,
44787,2799276.164,
44788,1681484.148,
44789,2641062.08,
44790,2679952.598,
44791,2174188.249,
44792,26467.31888,
44793,3181502.274,
44794,1899671.547,
44795,531488.2562,
44796,1437286.114,
44797,2672985.711,
44798,2515087.266,
44799,2924711.718,
44800,850954.9068,
44801,2355362.292,
44802,708471.2487,
44803,2684177.97,
44804,1049494.446,
44805,3109729.453,
44806,947499.7177,
44807,1544823.715,
44808,2371876.177,
44809,2829061.065,
44810,695186.7314,
44811,3057540.556,
44812,2306979.233,
44813,1725119.864,
44814,3050271.91,
44815,264804.701,
44816,409729.151,
44817,1431854.532,
44818,2055269.087,
44819,1640047.182,
44820,2635083.361,
44821,704194.0706,
44822,3282196.871,
44823,354243.8776,
44824,3897242.625,
44825,3087738.01,
44826,3160922.532,
44827,2928524.6,
44828,2623271.513,
44829,3093357.143,
44830,190690.133,
44831,661779.1761,
44832,2553672.577,
44833,2816809.956,
44834,1218027.125,
44835,116482.84,
44836,605164.6885,
44837,2680788.932,
44838,3139396.232,
44839,2562244.975,
44840,1889945.114,
44841,2353832.564,
44842,621878.1419,
44843,427437.0794,
44844,3316907.791,
44845,2765445.135,
44846,2909136.709,
44847,1862821.309,
44848,434361.5872,
44849,1648764.773,
44850,319365.95,
44851,190688.0027,
44852,3210840.125,
44853,2970690.792,
44854,2912338.135,
44855,2863286.012,
44856,409059.2933,
44857,1229753.999,
44858,700091.518,
44859,3097026.957,
44860,2783099.187,
44861,1791752.173,
44862,972075.7411,
44863,1209006.866,
44864,1492970.732,
44865,3465200.442,
44866,3147573.372,
44867,3043409.274,
44868,2911788.063,
44869,3278348.275,
44870,3115513.293,
44871,3215170.405,
44872,3092607.917,
44873,605644.146,
44874,255821.5291,
44875,2638567.572,
44876,766704.8323,
44877,3253526.776,
44878,1113192.244,
44879,3012662.863,
44880,526977.546,
44881,2909599.602,
44882,26747.6692,
44883,358352.0736,
44884,104864.7461,
44885,3185401.519,
44886,2451610.311,
44887,2911783.482,
44888,1097120.051,
44889,1227678.396,
44890,3326063.475,
44891,2184091.74,
44892,1090270.828,
44893,2853810.848,
44894,3223482.633,
44895,3052529.245,
44896,3186780.667,
44897,3254312.296,
44898,3397790.765,
44899,2621575.138,
44900,724203.208,
44901,3077914.989,
44902,2675055.884,
44903,1229064.282,
44904,2430830.469,
44905,2646174.325,
44906,1167304.562,
44907,3076724.6,
44908,3135582.243,
44909,152069.011,
44910,574609.3478,
44911,886471.1409,
44912,3080959.547,
44913,3336348.347,
44914,2561801.022,
44915,174301.2123,
44916,2922531.104,
44917,1016414.31,
44918,1897030.719,
44919,1478712.327,
44920,2332997.128,
44921,52529.96961,
44922,3561463.859,
44923,1713136.32,
44924,2511288.423,
44925,262241.5405,
44926,343560.9278,
44927,442225.2374,
44928,1741342.211,
44929,3211779.66,
44930,3101590.991,
44931,1306198.118,
44932,2049310.796,
44933,2942971.292,
44934,3480706.347,
44935,2943386.722,
44936,238943.4884,
44937,2475571.256,
44938,427834.1499,
44939,2017918.864,
44940,2772031.216,
44941,2747840.844,
44942,2374777.122,
44943,2215122.503,
44944,689241.3985,
44945,2583842.417,
44946,1429587.836,
44947,2957423.221,
44948,1793000.382,
44949,102066.3447,
44950,707139.7905,101
44951,644910.3738,8.5
44952,712551.995,1871
44953,645136.2168,176
44954,559408.3966,5.200000763
44955,1221671.098,26371
44956,191028.1394,345
44957,789452.7668,16
44958,1174594.065,9.399999619
44959,666733.9921,431
44960,517832.0627,1631
44961,531180.335,28.66
44962,1256337.941,
44963,721561.7671,5391
44964,681398.9734,11.40000153
44965,570006.1603,13971
44966,363445.8471,338
44967,978227.6274,5521
44968,901725.0694,160
44969,2646272.974,11071
44970,157535.9624,910
44971,478947.2369,3861
44972,2880434.764,
44973,738790.1593,15493
44974,469615.0823,
44975,3418240.733,15971
44976,3722743.803,48.19999695
44977,2978580.431,26.91000009
44978,715660.7508,486
44979,2377814.148,25.82999992
44980,1013824.958,290
44981,1194031.217,139
44982,2343424.572,150
44983,837842.1477,
44984,2562280.094,1751
44985,854576.056,238
44986,2391262.749,266
44987,1285833.473,
44988,448763.1507,561
44989,1194203.586,21.75
44990,481274.2962,17.10000038
44991,185418.2637,3461
44992,738959.4711,14.80000019
44993,390276.6157,358
44994,790736.0469,61.69999695
44995,2574837.273,176
44996,268007.3419,193
44997,1014226.769,99
44998,2915692.882,
44999,3229192.689,1881
45000,2895172.801,108
45001,483434.142,
45002,3784520.169,
45003,3681569.503,
45004,2396660.554,4531
45005,66752.12898,
45006,2398651.851,299
45007,2771131.763,104
45008,1725153.881,19571
45009,686636.3698,
45010,983482.5324,4481
45011,453302.7122,11.60000038
45012,825082.933,7.400001526
45013,3696232.173,595
45014,95378.44119,143
45015,3175601.245,1110
45016,271157.8593,4201
45017,1923931.366,1671
45018,3239565.339,2121
45019,372771.0076,456
45020,1174428.824,5051
45021,1497785.933,
45022,3219108.202,1051
45023,844739.1414,354
45024,620381.0557,3.599998474
45025,979107.3858,
45026,111589.9904,4361
45027,274027.9994,28.48000002
45028,2758660.867,380
45029,391986.4583,543
45030,1980214.465,5781
45031,2423296.493,15.20000076
45032,728021.6078,
45033,1837360.318,4991
45034,924674.854,26.1500001
45035,2599764.075,1471
45036,586423.6508,243
45037,2596730.437,1021
45038,769311.1522,15
45039,411820.1383,3751
45040,2425528.257,5171
45041,2440442.116,745
45042,1119561.096,4321
45043,524884.8815,2281
45044,3532441.493,47.09999847
45045,1478829.49,
45046,906388.537,34.70000076
45047,926993.09,40.90000153
45048,3232935.22,
45049,2864145.35,43.30000305
45050,274704.8607,23.03999996
45051,1340229.116,324
45052,2397630.458,16.5
45053,2218631.961,35.80000305
45054,2603405.282,3611
45055,518632.1227,50.30000305
45056,2151708.06,
45057,2726121.236,2041
45058,406787.4191,372
45059,287796.4139,
45060,789672.4656,6861
45061,659955.275,1551
45062,744965.1665,156
45063,904562.1895,8.299999237
45064,3465740.916,1521
45065,255710.8566,
45066,1191619.814,24.40000153
45067,3512261.289,118
45068,3522039.152,12.09999847
45069,652736.7332,209
45070,818383.3711,4451
45071,1355096.434,48071
45072,112754.9883,
45073,2779047.441,25571
45074,2397482.115,147
45075,983640.7463,8.200000763
45076,2147274.141,13271
45077,2095293.311,26.91000009
45078,927837.1854,201
45079,684205.3729,767
45080,36275.98734,766
45081,523009.1137,15.29999924
45082,2272609.936,592560
45083,802532.7992,
45084,3176134.592,262
45085,208190.9861,210
45086,894045.9519,21.19999981
45087,901526.0954,1371
45088,1057120.23,
45089,899660.3335,1211
45090,2763141.765,23.79999924
45091,406770.738,
45092,1459037.191,7661
45093,730877.6812,277
45094,2406627.11,
45095,0,0
45096,2405313.56,471
45097,394991.7918,608
45098,745357.3035,720
45099,240241.8621,146
45100,273754.8719,1801
45101,318436.4485,32.40000153
45102,2400170.709,1701
45103,790981.1703,0
45104,3887893.607,349
45105,2813645.594,287
45106,3379771.808,122
45107,273603.8118,24.90000153
45108,123751.8777,327
45109,558797.2185,21.51000023
45110,2989043.072,29.59999847
45111,58332.15321,758
45112,2714957.372,3391
45113,432662.5335,210
45114,2470914.963,36971
45115,723631.9381,201
45116,3155764.061,21.23000002
45117,922738.3108,1681
45118,1052593.629,20671
45119,440687.171,196
45120,2914546.044,32.90000153
45121,655766.898,61.69999695
45122,99666.37364,10.90000153
45123,978233.6944,
45124,656402.3048,13.19999981
45125,2413634.793,668
45126,2727383.757,112
45127,2964023.986,
45128,444214.3017,559
45129,779495.445,804
45130,231727.1606,90
45131,2900822.377,53.90000153
45132,1896403.618,2011
45133,2053585.231,9011
45134,1785439.227,15471
45135,684118.8724,153
45136,761584.0247,1201
45137,522590.3551,1.799999237
45138,857884.1792,154
45139,695574.2005,114
45140,2304198.126,135
45141,1788146.928,4131
45142,147851.3532,784.2000122
45143,410639.5384,
45144,1213512.885,6461
45145,2320486.784,1821
45146,2734688.027,25671
45147,311909.4981,1161
45148,889822.4282,74
45149,346239.8905,252
45150,537410.8648,44071
45151,73037.15338,
45152,2929901.986,6.100000381
45153,2593248.357,903
45154,913025.8835,
45155,362743.3489,19971
45156,502829.7376,28.45999998
45157,546404.4998,1181
45158,2401554.236,1981
45159,2343167.871,11271
45160,2679986.17,282
45161,2307027.341,1611
45162,859078.4848,
45163,631138.9525,927
45164,505872.4988,
45165,791863.5577,1681
45166,2170725.078,209
45167,1192808.566,28.02999997
45168,2899092.996,32.40000153
45169,742133.223,4681
45170,381871.5709,217
45171,1035535.725,857
45172,2994085.24,18871
45173,3446075.642,69.40000153
45174,1031422.115,18371
45175,1166235.83,
45176,1015759.868,269
45177,658994.4279,4.299999237
45178,1042843.182,2411
45179,1279724.141,20271
45180,709211.9596,359
45181,862040.2672,1961
45182,725765.5921,266
45183,2841491.232,356
45184,2199467.179,606
45185,232671.0372,1601
45186,2820282.447,2121
45187,847022.1267,25.40000153
45188,3400578.612,119
45189,637621.4655,776
45190,2660050.636,2211
45191,503073.5927,51
45192,2385540.623,139
45193,2192970.288,3391
45194,2472945.104,228
45195,1008954.821,6.100000381
45196,517823.8342,14471
45197,508831.1422,139
45198,3129820.316,745
45199,1194437.691,28.88
45200,920899.3024,150
45201,546639.3069,87
45202,3338065.792,1181
45203,766771.6479,5971
45204,869558.1022,
45205,651073.7341,13.69999981
45206,792377.0055,
45207,847962.9794,
45208,991433.9611,
45209,222569.4219,
45210,2694936.078,4451
45211,671315.7315,
45212,270185.886,50.80000305
45213,1192759.399,28.45999998
45214,32767.55389,286
45215,253288.1966,139
45216,2597620.744,6861
45217,687993.4025,2.100000381
45218,729806.5481,722
45219,2331676.699,758
45220,2739318.065,182
45221,3057249.389,14671
45222,705329.5381,556
45223,1054453.518,96
45224,155189.4775,
45225,2256156.314,13871
45226,1424871.067,3601
45227,2311945.557,125
45228,511055.585,65.40000153
45229,3636095.691,8
45230,76805.52297,
45231,2387810.856,202
45232,1339690.199,12371
45233,754956.9628,9031
45234,176680.5696,2431
45235,2358770.617,3051
45236,2556429.456,15571
45237,2333977.606,3651
45238,746376.1237,406
45239,862025.886,
45240,721390.1045,106
45241,3498397.611,5
45242,822159.4308,209688.5
45243,536359.0915,
45244,1198432.756,21.75
45245,536766.9902,27.63
45246,2322987.233,85
45247,165051.832,535
45248,2755141.661,4.900001526
45249,852779.6867,211971
45250,407107.367,
45251,542522.8516,4371
45252,72609.75157,
45253,289611.689,2521
45254,1846880.807,2151
45255,456833.9858,2081
45256,984080.2729,23.5999999
45257,551352.4655,27.73000002
45258,666269.2478,1291
45259,2493065.712,14.30000019
45260,3110942.714,370
45261,3041214.762,479.5
45262,2829253.561,1400
45263,3047523.607,295
45264,2964388.769,476.2000008
45265,1271200.001,25900
45266,2592368.32,126
45267,3186265.467,487
45268,3576459.206,480.3999996
45269,1741402.524,40
45270,2923070.343,1160
45271,2935216.236,499.66
45272,3626005.809,
45273,1691523.124,4920
45274,3086300.108,459.5999985
45275,2934958.956,13500
45276,2754695.849,133
45277,3191034.897,5050
45278,1525703.943,311
45279,838187.4806,10600
45280,2416621.042,439
45281,1927884.824,3390
45282,2308826.99,
45283,2181634.158,15022
45284,2874928.566,
45285,1611734.464,15500
45286,1842387.125,422.8000031
45287,1446712.768,497.9100001
45288,3104192.453,15
45289,105239.2848,496.8299999
45290,3419091.076,181
45291,1220253.523,332
45292,90103.0328,321
45293,3206747.884,
45294,472586.2415,1280
45295,3238053.616,233
45296,112970.1237,205
45297,3618687.886,
45298,1965098.994,90
45299,1248117.99,492.75
45300,2886132.794,488.1000004
45301,2222269.783,2990
45302,3138394.481,485.8000002
45303,2017344.769,113
45304,3185384.316,409.3000031
45305,253634.3246,295
45306,2512802.904,278
45307,3418042.365,372
45308,2418228.827,
45309,1265596.496,1410
45310,789011.0572,363
45311,2888658.096,
45312,1937003.129,
45313,2057750.875,
45314,1449475.947,4060
45315,2345810.211,
45316,71380.14298,172
45317,533441.6708,367
45318,2877717.303,19100
45319,3085476.029,
45320,1429534.326,4010
45321,2853726.493,482.6000004
45322,3212013.194,463.5999985
45323,1927212.315,124
45324,2346189.33,328
45325,1208620.871,639
45326,2139493.763,3730
45327,3998564.683,1200
45328,1269594.098,1650
45329,2742282.981,15
45330,3408523.704,4580
45331,3740814.488,
45332,1060410.813,580
45333,3249968.347,117
45334,3023416.113,467.4000015
45335,3381423.56,
45336,2493363.974,3890
45337,2676618.904,499.48
45338,517807.2925,91
45339,2086018.679,72
45340,3249221.275,5310
45341,97468.25015,455.7999992
45342,3129795.227,
45343,3809864.773,4520
45344,3329085.496,497.1500001
45345,4297989.979,1000
45346,2975012.71,228
45347,577751.3037,550
45348,3173117.987,456
45349,2016692.077,3280
45350,45684.2475,4700
45351,43736.51065,274
45352,3377744.689,3850
45353,1888126.334,1810
45354,1363237.106,423.9000015
45355,3740171.805,
45356,3311123.464,436.2999992
45357,3332227.908,430.0999985
45358,1201042.636,
45359,772539.1908,427.6999969
45360,2677078.562,494.04
45361,3658469.746,147
45362,30129.38459,487.5
45363,336362.5524,435.1999969
45364,3921499.243,3140
45365,2923893.165,420.6999969
45366,335797.7055,
45367,529981.8794,1570
45368,2572816.308,99
45369,2129623.395,
45370,3105597.913,6390
45371,2965269.698,1080
45372,3150125.525,315
45373,3255884.692,462.7000008
45374,1250636.941,1050
45375,2651143.477,
45376,3514184.848,446.5999985
45377,1439208.786,353
45378,1386228.985,458.9000015
45379,2953398.272,262
45380,1590770.035,3980
45381,2029402.26,47600
45382,2507829.195,
45383,890600.2768,25100
45384,59892.4544,324
45385,3387758.791,479.2000008
45386,589786.8258,12800
45387,373772.4019,497.9100001
45388,3051323.852,270
45389,1788202.407,296
45390,2419912.562,295
45391,2927835.836,455.7000008
45392,277940.886,592089
45393,3206893.3,
45394,1293742.888,209
45395,2598803.722,261
45396,3246822.766,492.1999998
45397,2075454.154,900
45398,3462307.595,
45399,3042296.62,740
45400,655604.0504,447.2000008
45401,2812083.051,
45402,3626473.388,7190
45403,3132882.182,194
45404,157375.3196,
45405,2405313.56,471
45406,0,0
45407,2799844.321,137
45408,1695816.91,249
45409,2636014.372,325
45410,2679063.547,1330
45411,2188353.238,438.5999985
45412,182875.7176,1230
45413,3187960.642,471
45414,2028595.127,122
45415,654339.5243,184
45416,1577176.525,349
45417,2667278.229,446.0999985
45418,2509740.112,144
45419,2934889.814,492.5100002
45420,985578.6122,441.4000015
45421,2352321.525,287
45422,860804.6943,2920
45423,2702813.447,261
45424,1204202.113,36500
45425,3117089.064,270
45426,1067264.093,492.23
45427,1573011.852,1210
45428,2437885.055,20200
45429,2834543.494,275
45430,823176.5696,438.0999985
45431,3059749.679,409.3000031
45432,2306016.238,460.0999985
45433,1778737.236,
45434,3055348.006,484.1999998
45435,107459.8509,197
45436,530903.1362,359
45437,1588573.288,
45438,2073979.348,88
45439,1652287.004,333
45440,2630899.047,381
45441,835935.9462,417.0999985
45442,3369312.916,1540
45443,392636.1922,8540
45444,3943821.444,15000
45445,3088987.511,318
45446,3164375.737,730
45447,2927888.022,472.7999992
45448,2672654.801,317
45449,3097275.222,357
45450,330459.4772,336
45451,719931.97,3660
45452,2553040.947,313.2000122
45453,2815916.79,
45454,1243935.256,5990
45455,247822.7278,1350
45456,751113.9518,25200
45457,2688154.3,690
45458,3165637.521,397
45459,2580154.172,219
45460,1900914.333,43600
45461,2349297.74,
45462,730973.7274,477.1000004
45463,578486.065,432
45464,3318121.422,
45465,2760217.077,19500
45466,2908000.744,499.46
45467,1859055.913,710
45468,590554.311,1510
45469,1792928.4,10800
45470,430108.2314,189
45471,98652.28717,1140
45472,3225306.409,
45473,2985029.794,456
45474,2910890.251,
45475,2899574.393,1210
45476,536931.2013,262
45477,1250956.881,499.03
45478,831614.4854,438.5999985
45479,3110230.631,4210
45480,2784978.858,254
45481,1853473.003,386
45482,1115573.561,18400
45483,1315252.421,401.5999985
45484,1533837.945,17900
45485,3488880.319,
45486,3184417.58,202
45487,3050875.208,475.2999992
45488,2962898.527,1940
45489,3327373.809,19800
45490,3114263.526,112
45491,3229443.491,1490
45492,3103804.262,205
45493,735046.1017,115
45494,364111.916,135
45495,2635650.999,1130
45496,913731.196,1650
45497,3251683.085,445.5999985
45498,1209459.525,352
45499,3021884.197,305
45500,676238.9269,1740
45501,2906796.322,420
45502,141622.4412,332
45503,486207.093,2920
45504,103491.4225,243
45505,3219011.92,477.1000004
45506,2483348.813,14000
45507,2913204.647,332
45508,1236316.201,274
45509,1248679.392,499.88
45510,3326212.614,321
45511,2217244.82,384
45512,1197270.578,710
45513,2888767.19,5500
45514,3237677.807,
45515,3054880.095,484.6999998
45516,3192081.035,
45517,3252878.103,
45518,3393701.371,
45519,2616221.6,
45520,878051.4314,3980
45521,3075832.165,
45522,2671317.749,420.1999969
45523,1249870.081,499.46
45524,2430902.312,185
45525,2639262.784,332
45526,1323786.94,6390
45527,3083299.324,468.8999996
45528,3135090.564,251
45529,296342.8578,287
45530,717765.0793,289
45531,1014952.176,14200
45532,3090457.319,85
45533,3361108.762,375
45534,2560314.912,
45535,282783.2633,13400
45536,2996426.024,3130
45537,1165575.533,346
45538,1894258.882,405.5999985
45539,1593718.528,463
45540,2333296.991,
45541,109152.9329,269
45542,3594726.49,11900
45543,1736855.966,8560
45544,2518860.945,1960
45545,112172.2121,2580
45546,494467.8697,15100
45547,594478.8771,3180
45548,1767781.712,65
45549,3226570.977,
45550,3110256.622,365
45551,1418960.784,476
45552,2100313.061,209217.5
45553,2940483.005,
45554,3506577.239,492.75
45555,2941300.712,498.63
45556,107551.772,386
45557,2483769.586,64
45558,543644.0104,466.0999985
45559,2070641.928,211500
45560,2780961.448,
45561,2771576.908,3900
45562,2369237.431,
45563,2229018.723,2050
45564,776174.127,1680
45565,2608605.735,1610
45566,1441709.537,494.5999999
45567,2953690.142,498.73
45568,1812997.314,820
45569,137554.9223,485.3000002
45570,312368.9509,507
45571,259190.5341,616.5
45572,598057.2989,1263
45573,251688.4456,432
45574,164544.8257,613.2000008
45575,1601112.655,25763
45576,216433.9888,263
45577,399836.456,624
45578,780111.0195,617.3999996
45579,1059617.062,177
45580,123762.0338,1023
45581,148398.7104,636.66
45582,877989.999,
45583,1112641.37,4783
45584,286483.1996,596.5999985
45585,246553.4816,13363
45586,98559.14163,270
45587,722006.6305,4913
45588,1289581.79,448
45589,3017703.409,10463
45590,411684.4193,302
45591,872290.6907,3253
45592,3129890.68,
45593,965566.4562,14885
45594,78005.47648,
45595,3770847.875,15363
45596,4076187.836,559.8000031
45597,3321069.75,634.9100001
45598,336936.7218,122
45599,2772790.149,633.8299999
45600,619366.2352,318
45601,1586144.789,469
45602,2737342.655,458
45603,473206.6553,
45604,2948093.923,1143
45605,475647.768,370
45606,2786249.612,342
45607,927582.1113,
45608,838271.8862,47
45609,1581334.452,629.75
45610,86304.7513,625.1000004
45611,579756.3668,2853
45612,347548.4743,622.8000002
45613,785047.2226,250
45614,403104.6618,546.3000031
45615,2967027.827,432
45616,377642.82,415
45617,619286.9163,509
45618,3153623.368,
45619,3596491.128,1273
45620,3275910.845,500
45621,94051.92491,
45622,4134305.692,
45623,4013475.336,
45624,2718350.832,3923
45625,456943.2494,
45626,2792511.499,309
45627,3159040.499,504
45628,1772021.653,18963
45629,296591.7944,
45630,1375367.899,3873
45631,106979.8736,619.6000004
45632,443903.9155,600.5999985
45633,4040723.719,13
45634,464457.162,465
45635,3544015.998,502
45636,661547.088,3593
45637,1653771.922,1063
45638,3607115.423,1513
45639,162177.7778,152
45640,880483.1764,4443
45641,1177542.111,
45642,3598656.445,443
45643,451487.0816,254
45644,226439.4742,604.4000015
45645,591019.5538,
45646,320391.4829,3753
45647,125077.909,636.48
45648,3146812.046,228
45649,749226.1086,65
45650,1963815.419,5173
45651,2818261.944,592.7999992
45652,334603.035,
45653,1610516.674,4383
45654,529683.0685,634.1500001
45655,2418333.103,863
45656,217431.4151,365
45657,2979212.132,413
45658,374478.0237,593
45659,793796.4158,3143
45660,2820309.937,4563
45661,2834761.746,137
45662,815974.3295,3713
45663,915197.4611,1673
45664,3909806.849,560.9000015
45665,1150571.678,
45666,514482.3199,573.2999992
45667,532466.9245,567.0999985
45668,3604597.094,
45669,3244661.373,564.6999969
45670,124923.2652,631.04
45671,988224.5809,284
45672,2791922.068,624.5
45673,2608594.677,572.1999969
45674,2523425.985,3003
45675,124735.7142,557.6999969
45676,2543003.335,
45677,3113006.531,1433
45678,442884.0081,236
45679,673988.075,
45680,481609.4799,6253
45681,392274.4839,943
45682,352350.7308,452
45683,551403.1483,599.7000008
45684,3846674.009,913
45685,176985.2837,
45686,843057.0141,583.5999985
45687,3883161.195,490
45688,3897207.133,595.9000015
45689,392641.6315,399
45690,1211094.271,3843
45691,1587382.915,47463
45692,293674.3034,
45693,3151038.26,24963
45694,2791472.477,461
45695,592672.4445,616.2000008
45696,2528675.158,12663
45697,2486786.712,634.9100001
45698,741181.0753,407
45699,1055868.054,159
45700,380298.2829,158
45701,135801.6168,592.7000008
45702,2667140.417,591952
45703,407547.7022,
45704,3538955.964,346
45705,225769.604,398
45706,540363.5892,629.1999998
45707,1145829.452,763
45708,662484.2153,
45709,707013.2925,603
45710,3145989.751,584.2000008
45711,23058.37135,
45712,1177279.221,7053
45713,337256.8577,331
45714,2799276.164,
45715,394991.7918,608
45716,2799844.321,137
45717,0,0
45718,1127820.103,112
45719,188036.9987,462
45720,122750.0862,1193
45721,654485.5876,575.5999985
45722,2792376.197,1093
45723,401192.9443,608
45724,4237209.669,259
45725,3197937.839,321
45726,3732818.715,486
45727,169279.4538,583.0999985
45728,304080.9273,281
45729,218163.2316,629.5100002
45730,3362889.16,578.4000015
45731,449796.8683,150
45732,3086808.079,2783
45733,333190.66,398
45734,2815145.924,36363
45735,338841.6814,407
45736,3531939.559,629.23
45737,1294956.071,1073
45738,1173556.884,20063
45739,93667.20075,412
45740,3294271.398,575.0999985
45741,260968.584,546.3000031
45742,493918.2185,597.0999985
45743,1293703.185,
45744,266826.9848,621.1999998
45745,2808616.609,60
45746,3114265.701,496
45747,3294219.027,
45748,786008.0609,49
45749,1165114.158,196
45750,185719.0004,518
45751,3279444.585,554.0999985
45752,1831121.787,1403
45753,2445751.178,8403
45754,1489104.528,14863
45755,289186.3274,455
45756,367289.8847,593
45757,130547.7636,609.7999992
45758,868984.4051,454
45759,302425.637,494
45760,2693375.72,473
45761,2174519.825,3523
45762,247152.1195,176.2000122
45763,31022.46706,
45764,1598373.121,5853
45765,2711648.447,1213
45766,3112532.291,25063
45767,165181.2756,553
45768,601052.2424,534
45769,374024.5041,356
45770,917395.2504,43463
45771,455863.3558,
45772,3314552.138,614.1000004
45773,2975644.86,295
45774,518277.8519,
45775,108832.1923,19363
45776,113343.1145,636.46
45777,941280.7175,573
45778,2781509.061,1373
45779,2626983.409,10663
45780,3069250.008,326
45781,2701622.023,1003
45782,495678.0355,
45783,309500.6345,319
45784,117912.3122,
45785,654321.5862,1073
45786,2554121.528,399
45787,1579686.615,636.03
45788,3277873.253,575.5999985
45789,385540.9095,4073
45790,27971.98402,391
45791,1326138.732,249
45792,3360438.915,18263
45793,3821623.617,538.5999985
45794,1392598.586,17763
45795,818819.5977,
45796,782397.124,339
45797,278819.0461,612.2999992
45798,944088.6229,1803
45799,1073777.382,19663
45800,317279.2534,249
45801,497395.6124,1353
45802,358980.8691,342
45803,3223052.109,252
45804,2588873.365,2
45805,173298.7276,993
45806,3192246.659,1513
45807,455552.2617,582.5999985
45808,3780458.474,489
45809,270178.1934,168
45810,3039599.61,1603
45811,124691.1057,557
45812,2778457.827,469
45813,2578120.586,2783
45814,2866728.41,380
45815,749792.5513,614.1000004
45816,619900.3965,13863
45817,114031.9928,469
45818,3494296.683,137
45819,1581437.89,636.88
45820,526815.617,458
45821,791355.818,521
45822,3715327.023,573
45823,627666.2218,5363
45824,503850.6163,
45825,256384.9997,621.6999998
45826,400225.8597,
45827,455809.7486,
45828,603321.4226,
45829,207483.4891,
45830,3065362.03,3843
45831,281784.0858,
45832,146926.6681,557.1999969
45833,1579826.625,636.46
45834,368953.4283,322
45835,203319.8576,469
45836,2935565.848,6253
45837,302120.8853,605.8999996
45838,336486.7073,114
45839,2721597.39,150
45840,3118824.92,426
45841,3432160.197,14063
45842,331330.9304,52
45843,724412.1348,512
45844,241151.7513,
45845,2647098.984,13263
45846,1392041.668,2993
45847,2656730.131,483
45848,905763.7097,542.5999985
45849,4003393.614,600
45850,466654.747,
45851,2781205.809,406
45852,1021724.615,11763
45853,1123073.175,8423
45854,308156.2771,1823
45855,2753747.827,2443
45856,2941411.349,14963
45857,2713650.697,3043
45858,1107753.085,202
45859,499986.0887,
45860,342001.9064,502
45861,3869897.592,613
45862,1067348.857,209080.5
45863,152751.7904,
45864,858305.4862,629.75
45865,150816.0419,635.63
45866,2717890.849,523
45867,344603.9097,73
45868,3142246.016,603.0999985
45869,1103937.109,211363
45870,149992.2672,
45871,412354.4992,3763
45872,439291.5229,
45873,615254.0779,1913
45874,2226447.268,1543
45875,462929.0397,1473
45876,1372885.293,631.5999999
45877,174741.2407,635.73
45878,1035184.283,683
45879,2886506.769,622.3000002
45880,1432282.763,619
45881,1355690.053,728.5
