,origin_id,hydat_id,origin_dist_from_net,hydat_dist_from_net,dist,pos
169,30902,02HD021,293.47471633292673,336.02202675869415,6238.245696851965,On-Up
170,30902,02HD009,293.47471633292673,5.133325853641085,3094.793302910363,Down
171,30905,02HD003,301.17188927117394,63.232572623044966,257.5832559495617,On-Down
172,30905,02HD004,301.17188927117394,295.7269342604748,8.345501734497255,On-Up
173,30899,02HD003,51.93572278339603,63.232572623044966,11.751303264732154,On-Down
174,30899,02HD004,51.93572278339603,295.7269342604748,264.17241620089266,On-Up
175,30897,02HD012,7.401953974309379,16.367316173139752,935.0039434947139,Down
176,30906,02HD024,84.03790615903009,68.2831055847754,16.356900098965657,On-Down
177,30894,02HD022,110.01703478143328,91.98261111805023,23.003511265008953,On-Down
178,30894,02HD019,110.01703478143328,50.00306936364272,3768.780471714922,Down
179,6624,01EA003,50.99721948709598,111.20471983744102,165.32568331943955,On-Down
180,30904,02HD001,89.04390850271086,125.47812733503117,2335.1649916468987,Up
181,30904,02HD002,89.04390850271086,15.618171481159996,4858.447790311912,Up
182,30896,02HD009,1.0897138164640208,5.133325853641085,2188.2305399585443,On-Up
183,6594,01EC001,135.3922880389848,105.43971845318929,87.32079631183717,On-Down
